EmployeeID,SatisfactionScore,WorkLifeBalance,Salary,YearsAtCompany,Department,5th percentile,Flag outliers,95th percentile
1441,8,4.0,"72,854.09",21,Finance,34685.09939,Outlier,71135.77004
940,7,3.0,"72,836.05",11,Sales,34674.00184,Outlier,71063.9597
128,5,3.0,"72,807.13",14,Finance,34662.90428,Outlier,71035.35934
734,9,4.0,"72,760.16",6,IT,34651.80673,Outlier,71024.17267
113,5,4.0,"72,753.08",18,Finance,34640.70918,Outlier,70980.74018
125,1,3.0,"72,735.16",12,HR,34629.61163,Outlier,70941.97138
17,2,3.0,"72,706.77",29,Operations,34618.51408,Outlier,70918.79478
473,10,2.0,"72,642.47",3,Operations,34607.41653,Outlier,70889.43989
742,8,1.0,"72,581.43",2,IT,34596.31898,Outlier,70859.29055
1784,5,4.0,"72,544.53",17,IT,34585.22143,Outlier,70843.40121
721,10,4.0,"72,543.34",16,HR,34574.12388,Outlier,70836.20462
1175,3,3.0,"72,543.32",24,Operations,34563.02632,Outlier,70821.67135
1601,3,1.0,"72,537.32",29,Operations,34551.92877,Outlier,70803.09688
1144,3,1.0,"72,536.31",18,HR,34540.83122,Outlier,70770.79598
28,3,2.0,"72,531.51",22,HR,34529.73367,Outlier,70750.94982
270,5,2.0,"72,457.62",9,IT,34518.63612,Outlier,70737.07989
899,6,1.0,"72,440.71",26,Sales,34507.53857,Outlier,70650.04889
897,9,Unknown,"72,414.03",13,Sales,34505.30029,Outlier,70596.67947
1070,4,3.0,"72,370.01",23,Operations,34503.06201,Outlier,70571.56562
1628,2,3.0,"72,361.48",23,Finance,34500.82373,Outlier,70564.19729
803,6,3.0,"72,321.82",28,Sales,34498.58545,Outlier,70530.62929
738,8,4.0,"72,272.59",23,Operations,34496.34717,Outlier,70520.51956
1173,1,4.0,"72,252.58",17,Operations,34494.10889,Outlier,70519.53195
165,1,2.0,"72,212.54",27,HR,34491.87061,Outlier,70497.23272
618,2,1.0,"72,203.22",26,IT,34489.63233,Outlier,70453.83199
1188,2,2.0,"72,170.43",23,IT,34487.39405,Outlier,70415.33018
1588,8,4.0,"72,121.66",10,Sales,34485.15577,Outlier,70391.39408
1630,10,4.0,"72,071.56",21,HR,34482.91749,Outlier,70379.10321
24,6,3.0,"72,011.22",15,HR,34480.67921,Outlier,70367.08812
1048,7,5.0,"72,003.38",23,IT,34478.44093,Outlier,70347.3639
121,10,1.0,"71,964.04",2,IT,34476.20265,Outlier,70333.26925
987,10,4.0,"71,954.94",12,Operations,34473.96437,Outlier,70324.83544
1339,10,Unknown,"71,921.09",2,Operations,34471.72609,Outlier,70308.3274
950,3,1.0,"71,916.57",0,HR,34469.48781,Outlier,70290.55782
1825,2,Unknown,"71,913.85",0,Finance,34467.24953,Outlier,70270.88559
843,7,3.0,"71,913.68",28,Operations,34465.01125,Outlier,70254.30907
1200,5,1.0,"71,904.13",9,IT,34462.77297,Outlier,70239.54125
1866,6,5.0,"71,863.05",11,HR,34459.25328,Outlier,70232.41459
1867,7,1.0,"71,831.77",20,Finance,34455.73359,Outlier,70213.54156
762,1,3.0,"71,776.88",12,Finance,34452.2139,Outlier,70146.85904
1015,8,2.0,"71,762.50",24,Finance,34448.6942,Outlier,70120.48368
1248,3,Unknown,"71,759.46",15,Sales,34445.17451,Outlier,70096.02221
477,4,Unknown,"71,712.23",16,HR,34441.65482,Outlier,70085.89735
817,8,1.0,"71,701.89",6,IT,34438.13512,Outlier,70080.47539
910,3,4.0,"71,629.71",14,IT,34434.61543,Outlier,70062.21981
1561,9,1.0,"71,566.77",20,Operations,34431.09574,Outlier,70049.61477
523,4,3.0,"71,562.71",6,Finance,34427.57605,Outlier,70031.49186
400,8,Unknown,"71,487.14",0,IT,34424.05635,Outlier,70013.9758
1185,4,Unknown,"71,481.74",17,HR,34420.53666,Outlier,69997.27313
213,7,1.0,"71,470.48",27,Operations,34417.01697,Outlier,69972.99687
1770,8,1.0,"71,464.47",0,HR,34413.49727,Outlier,69969.62176
903,5,3.0,"71,425.91",25,IT,34409.97758,Outlier,69957.2996
1587,8,3.0,"71,393.94",16,Operations,34406.45789,Outlier,69930.77586
865,5,4.0,"71,386.36",24,IT,34402.9382,Outlier,69913.75134
68,8,2.0,"71,360.90",9,HR,34399.4185,Outlier,69837.42005
184,1,2.0,"71,359.00",27,IT,34395.89881,Outlier,69815.65887
1546,6,2.0,"71,347.77",25,Sales,34392.37912,Outlier,69770.17519
500,3,2.0,"71,347.48",12,HR,34391.62136,Outlier,69740.01902
1750,10,2.0,"71,335.03",17,Operations,34390.8636,Outlier,69736.96508
974,6,2.0,"71,304.36",25,HR,34390.10584,Outlier,69713.92186
256,3,2.0,"71,292.41",12,IT,34389.34809,Outlier,69707.15755
56,4,1.0,"71,254.17",1,HR,34388.59033,Outlier,69705.48557
756,6,2.0,"71,240.49",11,IT,34387.83257,Outlier,69697.00502
508,1,2.0,"71,235.66",21,HR,34387.07481,Outlier,69683.12816
636,8,2.0,"71,174.87",0,HR,34386.31705,Outlier,69671.57123
670,10,4.0,"71,173.45",11,Operations,34385.5593,Outlier,69637.8862
699,2,3.0,"71,149.68",20,IT,34384.80154,Outlier,69590.65065
45,10,2.0,"71,132.29",3,Sales,34384.04378,Outlier,69557.71554
1136,7,2.0,"71,041.18",21,Operations,34383.28602,Outlier,69544.7158
695,1,1.0,"71,032.86",7,HR,34382.52827,Outlier,69536.55942
1969,7,1.0,"71,019.49",5,Sales,34381.77051,Outlier,69523.0119
482,10,3.0,"70,954.91",27,Operations,34381.01275,Outlier,69515.4107
1065,2,4.0,"70,931.39",22,Finance,34380.25499,Outlier,69490.79082
135,2,4.0,"70,906.20",13,Sales,34379.49723,Outlier,69466.40237
1374,8,1.0,"70,868.95",5,IT,34378.73948,Outlier,69446.92749
65,2,2.0,"70,844.79",17,IT,34377.98172,Outlier,69365.93908
1703,2,2.0,"70,840.81",25,Finance,34377.22396,Outlier,69359.24913
1722,7,2.0,"70,825.45",0,IT,34376.38053,Outlier,69249.1798
1041,9,1.0,"70,810.34",18,Finance,34375.5371,Outlier,69237.35313
826,10,2.0,"70,774.12",27,IT,34374.69366,Outlier,69215.65072
423,5,5.0,"70,751.98",20,Operations,34373.85023,Outlier,69193.93727
704,6,3.0,"70,741.66",15,Finance,34373.0068,Outlier,69184.97693
1407,1,2.0,"70,650.05",18,IT,34372.16337,Outlier,69169.47267
1643,8,1.0,"70,593.87",19,HR,34371.31994,Outlier,69153.26534
850,6,Unknown,"70,569.09",28,HR,34370.4765,Outlier,69146.71137
486,3,1.0,"70,563.33",7,Finance,34369.63307,Outlier,69140.76509
1199,1,4.0,"70,522.45",28,Operations,34368.78964,Outlier,69123.04477
59,6,5.0,"70,519.88",28,Sales,34367.94621,Outlier,69109.19256
118,7,2.0,"70,519.38",5,Finance,34367.10278,Outlier,69100.52237
779,6,Unknown,"70,485.30",16,Finance,34366.25935,Outlier,69086.04078
895,9,1.0,"70,432.85",17,HR,34365.41591,Outlier,69078.39181
1335,6,2.0,"70,401.00",3,Finance,34364.57248,Outlier,69033.06452
834,6,2.0,"70,381.79",19,Finance,34363.72905,Outlier,68920.7422
1018,7,2.0,"70,375.82",6,IT,34362.88562,Outlier,68915.36967
1670,2,3.0,"70,354.00",3,Finance,34362.04219,Outlier,68899.41611
1827,1,4.0,"70,335.05",25,IT,34361.19875,Outlier,68878.90948
1731,8,3.0,"70,329.12",10,Sales,34360.35532,Outlier,68846.72213
1414,3,3.0,"70,311.98",24,IT,34360.35528,Outlier,68843.06801
1910,4,Unknown,"70,293.72",18,Sales,34360.35525,Outlier,68840.50416
574,8,3.0,"70,272.64",8,HR,34360.35521,Outlier,68838.05349
395,10,3.0,"70,255.09",5,IT,34360.35517,Outlier,68837.02087
445,8,2.0,"70,239.54",15,Operations,34360.35513,Outlier,68735.32677
1006,8,3.0,"70,232.04",23,Finance,34360.3551,Outlier,68690.11392
892,4,1.0,"70,211.49",21,IT,34360.35506,Outlier,68685.15964
224,2,4.0,"70,135.45",6,HR,34360.35502,Outlier,68655.1619
772,4,Unknown,"70,116.74",28,Finance,34360.35498,Outlier,68632.38241
493,8,3.0,"70,089.12",8,Sales,34360.35495,Outlier,68627.78924
1008,8,Unknown,"70,084.52",14,Finance,34360.35491,Outlier,68623.25606
308,5,4.0,"70,078.30",9,IT,34360.35487,Outlier,68609.82226
33,5,3.0,"70,051.50",4,Operations,34360.35483,Outlier,68582.103
1291,8,2.0,"70,048.07",0,Sales,34360.3548,Outlier,68551.48614
854,6,3.0,"70,014.91",21,Finance,34360.35476,Outlier,68521.3268
1915,4,1.0,"70,012.83",15,Sales,34360.35472,Outlier,68492.04228
1675,5,Unknown,"69,973.94",2,Operations,34360.35468,Outlier,68482.3068
1648,4,2.0,"69,971.25",8,Sales,34360.35465,Outlier,68449.35787
984,3,2.0,"69,965.81",3,HR,34360.35461,Outlier,68369.17879
765,10,1.0,"69,931.76",14,IT,34360.35457,Outlier,68314.60966
389,5,1.0,"69,926.84",12,Finance,34354.93043,Outlier,68309.60415
1669,3,Unknown,"69,839.57",13,Operations,34349.50628,Outlier,68290.59384
1757,5,2.0,"69,818.05",11,HR,34344.08214,Outlier,68266.31555
1299,7,5.0,"69,770.18",22,Finance,34338.65799,Outlier,68243.06194
67,4,2.0,"69,738.43",21,Finance,34333.23385,Outlier,68225.06289
104,7,2.0,"69,736.80",24,Operations,34327.8097,Outlier,68211.18997
1739,9,2.0,"69,709.88",8,Finance,34322.38556,Outlier,68176.8629
1858,6,3.0,"69,706.48",28,IT,34316.96141,Outlier,68156.69849
1665,8,4.0,"69,705.16",21,HR,34311.53727,Outlier,68152.86931
1505,2,2.0,"69,693.51",18,IT,34306.11312,Outlier,68141.59789
635,10,1.0,"69,677.54",7,HR,34300.68898,Outlier,68114.9104
189,6,Unknown,"69,667.59",12,HR,34295.26483,Outlier,68093.61501
1631,7,5.0,"69,613.58",11,HR,34289.84069,Outlier,68090.18256
390,7,5.0,"69,567.72",20,HR,34284.41655,Outlier,68085.75374
449,1,2.0,"69,545.49",10,IT,34278.9924,Outlier,68079.84987
299,3,3.0,"69,543.56",28,IT,34273.56826,Outlier,68070.14772
1959,8,2.0,"69,523.56",27,Sales,34268.14411,Outlier,68062.40727
1801,2,3.0,"69,521.74",28,Operations,34262.71997,Outlier,68060.10455
686,2,Unknown,"69,496.42",1,HR,34257.29582,Outlier,68055.91338
835,5,2.0,"69,468.26",2,Sales,34251.87168,Outlier,68027.52464
902,1,2.0,"69,455.89",4,Finance,34248.81985,Outlier,68025.77021
32,3,Unknown,"69,366.29",10,Sales,34245.76802,Outlier,68022.46102
997,10,3.0,"69,359.25",9,Operations,34242.71619,Outlier,68014.96393
1913,3,4.0,"69,243.39",29,Sales,34239.66436,Outlier,68007.17921
1022,10,5.0,"69,236.68",19,HR,34236.61254,Outlier,67991.01431
1793,2,4.0,"69,211.94",24,HR,34233.56071,Outlier,67966.80027
949,6,3.0,"69,189.44",5,HR,34230.50888,Outlier,67957.87477
1736,7,3.0,"69,183.49",23,HR,34227.45705,Outlier,67952.05384
1180,9,4.0,"69,163.47",4,Sales,34224.40522,Outlier,67928.96035
1878,1,2.0,"69,147.77",9,Finance,34221.35339,Outlier,67912.89131
757,1,4.0,"69,146.00",1,IT,34218.30157,Outlier,67861.0771
402,1,4.0,"69,136.48",24,IT,34215.24974,Outlier,67796.04894
52,1,4.0,"69,109.61",18,Operations,34212.19791,Outlier,67790.51613
48,4,2.0,"69,108.68",5,IT,34209.14608,Outlier,67767.62464
80,9,3.0,"69,088.28",27,Operations,34206.09425,Outlier,67711.56434
1150,5,4.0,"69,081.88",4,HR,34203.04243,Outlier,67660.73697
1537,2,3.0,"69,070.26",10,HR,34199.9906,Outlier,67625.9872
1174,2,Unknown,"68,921.47",10,Finance,34196.93877,Outlier,67611.3353
1806,4,3.0,"68,917.82",18,HR,34193.88694,Outlier,67606.6195
1930,7,3.0,"68,901.51",22,Sales,34190.83511,Outlier,67599.06041
1470,4,3.0,"68,880.60",15,IT,34189.81363,Outlier,67529.44867
1409,3,4.0,"68,846.72",5,Finance,34188.79216,Outlier,67492.58891
836,6,1.0,"68,842.88",17,Sales,34187.77068,Outlier,67475.20838
715,7,2.0,"68,840.24",12,HR,34186.7492,Outlier,67455.86531
1431,9,3.0,"68,837.67",1,IT,34185.72772,Outlier,67449.83146
1405,6,4.0,"68,836.86",18,HR,34184.70624,Outlier,67443.73877
1153,2,4.0,"68,701.48",18,Finance,34183.68476,Outlier,67428.05528
1832,8,1.0,"68,685.24",14,HR,34182.66328,Outlier,67386.58922
108,8,1.0,"68,685.12",20,HR,34181.6418,Outlier,67363.01374
1446,2,3.0,"68,635.19",15,Sales,34180.62033,Outlier,67344.9238
134,6,1.0,"68,630.08",27,Finance,34179.59885,Outlier,67306.96659
622,6,Unknown,"68,625.50",13,Finance,34178.57737,Outlier,67276.30279
44,9,1.0,"68,620.52",19,Finance,34177.55589,Outlier,67254.35175
1663,7,1.0,"68,593.78",14,Finance,34176.53441,Outlier,67225.29658
1912,6,2.0,"68,560.42",25,Operations,34175.51293,Outlier,67214.0947
922,10,2.0,"68,530.64",16,Sales,34174.49145,Outlier,67207.33536
1159,5,2.0,"68,493.40",28,IT,34173.46997,Outlier,67196.01464
1636,9,2.0,"68,486.61",19,HR,34172.4485,Outlier,67168.2683
1290,6,3.0,"68,457.95",19,HR,34171.42702,Outlier,67158.70022
2000,3,3.0,"68,372.05",25,IT,34170.40554,Outlier,67129.07211
1989,3,1.0,"68,314.61",27,Finance,34163.31169,Outlier,67122.69197
1391,5,4.0,"68,309.34",18,HR,34156.21784,Outlier,67118.48979
387,5,Unknown,"68,288.51",16,HR,34149.12399,Outlier,67044.26878
1671,6,1.0,"68,262.40",17,Finance,34142.03014,Outlier,67025.16893
1102,3,4.0,"68,238.23",29,Finance,34134.9363,Outlier,67018.96303
1920,10,3.0,"68,220.67",17,IT,34127.84245,Outlier,66985.64264
1157,4,5.0,"68,207.13",21,Operations,34120.7486,Outlier,66955.78011
1688,8,3.0,"68,160.57",18,HR,34113.65475,Outlier,66942.80688
438,5,4.0,"68,154.12",12,HR,34106.5609,Outlier,66938.3352
1154,3,2.0,"68,151.85",4,HR,34099.46705,Outlier,66933.58962
888,10,3.0,"68,131.35",18,HR,34092.3732,Outlier,66919.58323
1487,1,2.0,"68,094.82",9,Operations,34085.27936,Outlier,66900.30707
1003,4,2.0,"68,091.81",10,Operations,34078.18551,Outlier,66888.23639
845,3,3.0,"68,087.16",4,Sales,34071.09166,Outlier,66877.65913
1135,5,3.0,"68,082.47",8,Operations,34063.99781,Outlier,66844.46079
269,1,3.0,"68,071.99",7,IT,34056.90396,Outlier,66784.04007
1324,2,5.0,"68,062.76",5,Finance,34049.81011,Outlier,66778.11337
1009,10,4.0,"68,060.40",12,IT,34042.71626,Outlier,66762.67588
1449,5,Unknown,"68,057.41",21,IT,34035.62242,Outlier,66760.23394
1765,5,5.0,"68,027.52",24,HR,34028.52857,Outlier,66744.12372
1598,9,3.0,"68,025.68",26,Sales,34027.06424,Outlier,66713.44766
1897,2,1.0,"68,022.10",14,IT,34025.59992,Outlier,66692.60121
1896,5,3.0,"68,013.70",3,Operations,34024.13559,Outlier,66673.90563
1697,9,3.0,"68,005.55",11,Finance,34022.67127,Outlier,66653.47628
1616,1,3.0,"67,986.17",29,Finance,34021.20694,Outlier,66643.61203
673,5,3.0,"67,958.50",29,Sales,34019.74262,Outlier,66641.09775
1600,6,4.0,"67,957.54",16,Operations,34018.27829,Outlier,66639.36189
232,1,Unknown,"67,948.40",25,IT,34016.81397,Outlier,66592.40382
341,7,3.0,"67,913.06",17,Sales,34015.34964,Outlier,66557.65615
1820,1,1.0,"67,912.73",20,HR,34013.88532,Outlier,66552.78462
698,5,2.0,"67,797.95",17,Operations,34012.42099,Outlier,66548.39673
334,7,2.0,"67,793.19",24,IT,34010.95667,Outlier,66531.87002
1798,9,3.0,"67,785.54",11,Sales,34009.49234,Outlier,66510.78542
1375,4,2.0,"67,725.82",26,Finance,34008.02802,Outlier,66504.81938
1186,10,4.0,"67,668.80",28,Operations,34006.56369,Outlier,66486.36125
687,6,2.0,"67,628.49",3,Finance,34005.09937,Outlier,66452.23201
1143,5,3.0,"67,611.82",5,HR,34003.63504,Outlier,66439.76444
434,3,1.0,"67,607.02",29,IT,34002.17072,Outlier,66436.67423
1075,6,3.0,"67,599.06",5,Operations,34000.70639,Outlier,66432.46597
337,2,2.0,"67,525.78",8,HR,33999.24207,Outlier,66407.00593
638,5,3.0,"67,488.90",21,Sales,33996.66766,Outlier,66384.23509
1504,4,Unknown,"67,472.79",13,Sales,33994.09325,Outlier,66358.03226
518,5,2.0,"67,451.63",6,HR,33991.51884,Outlier,66344.9934
1704,2,1.0,"67,449.23",8,Sales,33988.94443,Outlier,66310.47607
1966,8,4.0,"67,441.39",10,Operations,33986.37002,Outlier,66293.11014
1879,3,1.0,"67,420.88",9,Operations,33983.79561,Outlier,66280.88463
1642,8,3.0,"67,363.73",21,Finance,33981.2212,Outlier,66264.65061
650,1,Unknown,"67,362.43",6,IT,33978.64679,Outlier,66255.95811
565,7,2.0,"67,327.42",8,HR,33976.07238,Outlier,66238.84853
74,5,5.0,"67,281.97",11,HR,33973.49797,Outlier,66208.85886
740,8,4.0,"67,267.81",8,Finance,33970.92356,Outlier,66190.71442
1532,3,2.0,"67,229.37",20,Operations,33968.34915,Outlier,66182.36557
932,3,1.0,"67,215.80",1,Sales,33965.77474,Outlier,66169.51113
786,3,5.0,"67,208.98",7,Operations,33963.20033,Outlier,66164.6013
1570,8,4.0,"67,200.75",13,Operations,33960.62592,Outlier,66161.65961
977,4,4.0,"67,169.16",10,Finance,33958.05151,Outlier,66155.09095
176,1,1.0,"67,160.26",19,HR,33955.4771,Outlier,66140.40445
783,2,4.0,"67,129.07",18,Operations,33952.90269,Outlier,66132.55216
1763,4,3.0,"67,122.36",17,Sales,33950.32828,Outlier,66130.56255
1690,5,2.0,"67,118.06",23,Sales,33947.75387,Outlier,66124.07461
1274,3,4.0,"67,031.25",27,HR,33945.82547,Outlier,66107.4559
1847,9,4.0,"67,023.65",26,Finance,33943.89707,Outlier,66087.86727
363,6,2.0,"67,017.40",2,IT,33941.96867,Outlier,66064.61556
805,9,2.0,"66,972.03",6,HR,33940.04026,Outlier,66050.47038
814,4,2.0,"66,947.03",28,Finance,33938.11186,Outlier,66036.63421
76,10,4.0,"66,939.99",20,Operations,33936.18346,Outlier,66003.55374
1068,7,2.0,"66,936.98",23,IT,33934.25506,Outlier,65984.12147
509,4,4.0,"66,930.20",4,Finance,33932.32666,Outlier,65972.83917
1013,6,4.0,"66,906.61",5,Sales,33930.39825,Outlier,65939.27238
956,1,4.0,"66,890.86",24,Operations,33928.46985,Outlier,65913.51176
1991,10,3.0,"66,883.37",23,Operations,33926.54145,Outlier,65909.83287
1129,8,4.0,"66,864.33",3,Sales,33924.61305,Outlier,65900.57434
1947,6,2.0,"66,784.85",24,HR,33922.68465,Outlier,65885.00659
1677,9,3.0,"66,780.81",16,Finance,33920.75624,Outlier,65876.0564
1076,8,4.0,"66,762.85",13,IT,33918.82784,Outlier,65860.99325
988,5,3.0,"66,761.08",17,IT,33916.89944,Outlier,65820.06105
1906,5,2.0,"66,744.12",7,IT,33914.97104,Outlier,65791.97973
1415,2,1.0,"66,711.83",7,Sales,33913.04264,Outlier,65789.53475
806,1,3.0,"66,690.46",1,Operations,33911.11423,Outlier,65784.72944
958,7,2.0,"66,670.98",14,Operations,33909.18583,Outlier,65781.48858
136,10,2.0,"66,649.10",11,Operations,33905.54495,Outlier,65742.83148
170,2,1.0,"66,641.78",20,IT,33901.90406,Outlier,65722.45699
1349,4,2.0,"66,640.80",21,IT,33898.26317,Outlier,65701.68635
1484,2,4.0,"66,638.59",21,Finance,33894.62229,Outlier,65697.73454
1804,4,3.0,"66,561.62",22,IT,33890.9814,Outlier,65696.13666
1927,9,4.0,"66,554.42",5,Operations,33887.34051,Outlier,65694.51943
821,10,3.0,"66,551.15",0,IT,33883.69962,Outlier,65679.1013
204,6,1.0,"66,545.03",24,Finance,33880.05874,Outlier,65666.95533
609,6,2.0,"66,512.13",20,IT,33876.41785,Outlier,65662.98185
307,4,2.0,"66,508.28",0,Operations,33872.77696,Outlier,65657.80246
411,6,2.0,"66,496.74",10,Finance,33869.13608,Outlier,65649.67076
924,9,2.0,"66,455.23",16,Finance,33865.49519,Outlier,65629.50656
1054,8,2.0,"66,440.25",0,Operations,33861.8543,Outlier,65604.19393
1607,6,3.0,"66,436.99",29,Sales,33858.21342,Outlier,65584.91633
1179,2,2.0,"66,433.81",3,Finance,33854.57253,Outlier,65546.74572
610,8,2.0,"66,407.01",27,Finance,33850.93164,Outlier,65530.99433
1311,8,2.0,"66,383.04",2,IT,33847.29076,Outlier,65506.04154
1247,4,2.0,"66,355.25",3,Finance,33843.64987,Outlier,65496.20487
1713,3,Unknown,"66,343.18",8,IT,33840.00898,Outlier,65482.87908
1344,2,1.0,"66,302.30",9,Finance,33836.3681,Outlier,65447.73447
1590,8,4.0,"66,290.05",19,Sales,33832.05828,Outlier,65438.61835
1791,4,4.0,"66,276.96",25,Operations,33827.74846,Outlier,65435.11305
1113,1,2.0,"66,258.02",29,Sales,33823.43865,Outlier,65431.22839
1557,9,2.0,"66,254.58",12,Operations,33819.12883,Outlier,65427.54958
153,6,3.0,"66,225.98",14,HR,33814.81901,Outlier,65420.43957
1224,3,2.0,"66,191.74",22,IT,33810.5092,Outlier,65410.90694
1463,3,3.0,"66,189.46",14,Sales,33806.19938,Outlier,65373.06387
1252,2,3.0,"66,171.72",29,IT,33801.88956,Outlier,65337.26588
318,8,1.0,"66,165.40",5,IT,33797.57975,Outlier,65284.22226
148,9,4.0,"66,162.74",23,HR,33793.26993,Outlier,65248.56694
540,1,2.0,"66,158.42",29,Sales,33788.96012,Outlier,65245.30794
225,7,1.0,"66,141.76",5,Sales,33784.6503,Outlier,65231.96039
810,10,2.0,"66,132.74",5,IT,33780.34048,Outlier,65202.04548
1352,9,3.0,"66,130.90",1,HR,33776.03067,Outlier,65177.79884
212,4,1.0,"66,124.07",6,Operations,33771.72085,Outlier,65170.07718
820,3,4.0,"66,106.58",0,Sales,33767.41103,Outlier,65144.52064
1525,10,4.0,"66,085.79",5,HR,33763.10122,Outlier,65128.11488
655,1,3.0,"66,060.88",26,HR,33758.7914,Outlier,65120.44296
886,5,3.0,"66,047.87",2,Finance,33754.48158,Outlier,65073.87862
1119,8,2.0,"66,032.89",8,Operations,33750.17177,Outlier,65054.89366
754,6,Unknown,"65,990.98",15,HR,33747.09901,Outlier,65049.10518
583,1,2.0,"65,980.43",5,Sales,33744.02625,Outlier,65000.54269
1855,4,3.0,"65,967.78",9,IT,33740.95349,Outlier,64959.3102
1632,1,3.0,"65,915.95",10,IT,33737.88073,Outlier,64935.71963
1302,10,4.0,"65,911.08",10,HR,33734.80797,Outlier,64921.28896
7,3,3.0,"65,908.31",25,Operations,33731.73521,Outlier,64901.20785
179,2,2.0,"65,888.96",27,IT,33728.66244,Outlier,64884.9745
677,4,2.0,"65,877.66",22,HR,33725.58968,Outlier,64873.14359
1276,1,3.0,"65,872.33",19,HR,33722.51692,Outlier,64861.34301
412,9,1.0,"65,827.00",11,Sales,33719.44416,Outlier,64830.50255
1422,8,2.0,"65,792.32",18,HR,33716.3714,Outlier,64805.0787
947,3,1.0,"65,790.05",12,HR,33713.29864,Outlier,64799.1248
39,2,4.0,"65,784.90",25,IT,33710.22588,Outlier,64772.39264
421,4,2.0,"65,781.49",3,Finance,33707.15312,Outlier,64731.94599
1961,1,4.0,"65,740.80",21,Operations,33704.08036,Outlier,64715.33413
1883,8,1.0,"65,720.42",27,HR,33701.0076,Outlier,64702.8776
1950,6,2.0,"65,698.38",23,Sales,33697.93484,Outlier,64685.96973
1893,5,5.0,"65,697.57",4,Sales,33694.86208,Outlier,64671.63595
1213,9,4.0,"65,695.66",21,Sales,33691.78932,Outlier,64668.22753
1264,10,4.0,"65,694.03",9,Sales,33688.71656,Outlier,64668.01971
1208,5,Unknown,"65,671.06",2,Operations,33684.46132,Outlier,64655.8354
178,2,5.0,"65,664.22",9,Finance,33680.20607,Outlier,64594.79216
1368,9,1.0,"65,661.97",9,Operations,33675.95083,Outlier,64578.32297
1452,8,3.0,"65,653.63",27,IT,33671.69559,Outlier,64576.06587
425,10,3.0,"65,644.83",13,Operations,33667.44034,Outlier,64544.9852
431,4,2.0,"65,606.53",21,Finance,33663.1851,Outlier,64530.54264
901,3,3.0,"65,599.86",0,IT,33658.92986,Outlier,64520.05102
403,7,1.0,"65,550.04",14,HR,33654.67461,Outlier,64505.30857
1970,10,2.0,"65,536.85",19,Sales,33650.41937,Outlier,64491.57958
405,6,2.0,"65,507.55",7,Sales,33646.16413,Outlier,64470.83135
1822,7,3.0,"65,497.48",28,HR,33641.90889,Outlier,64444.86134
1163,5,Unknown,"65,484.73",29,HR,33637.65364,Outlier,64424.91543
333,10,1.0,"65,447.73",7,Finance,33633.3984,Outlier,64408.01467
1780,1,3.0,"65,438.14",22,HR,33629.14316,Outlier,64394.39275
264,3,4.0,"65,434.78",6,HR,33624.88791,Outlier,64386.83256
360,1,2.0,"65,430.60",7,Finance,33620.63267,Outlier,64363.20465
1123,3,2.0,"65,426.79",16,HR,33616.37743,Outlier,64335.36655
1243,8,3.0,"65,418.32",20,IT,33612.12218,Outlier,64266.02413
587,10,4.0,"65,407.73",19,Operations,33607.86694,Outlier,64253.53592
1888,5,3.0,"65,354.40",17,IT,33603.6117,Outlier,64247.56508
1442,6,4.0,"65,325.84",1,Finance,33602.40603,Outlier,64245.76694
989,4,2.0,"65,250.17",8,Sales,33601.20036,Outlier,64221.05818
516,10,3.0,"65,246.97",14,Operations,33599.99469,Outlier,64207.74612
1412,1,2.0,"65,243.28",15,HR,33598.78903,Outlier,64202.49905
773,1,4.0,"65,214.98",1,IT,33597.58336,Outlier,64148.41022
1424,9,1.0,"65,178.03",9,IT,33596.37769,Outlier,64114.70014
1527,10,4.0,"65,177.27",29,Operations,33595.17202,Outlier,64105.29043
1592,2,4.0,"65,148.51",28,Operations,33593.96635,Outlier,64094.68495
868,6,3.0,"65,128.58",6,IT,33592.76069,Outlier,64088.0971
344,4,2.0,"65,125.51",20,HR,33591.55502,Outlier,64079.30105
1899,4,1.0,"65,074.88",6,HR,33590.34935,Outlier,64067.16299
1394,2,1.0,"65,054.89",3,HR,33589.14368,Outlier,64058.82094
933,6,5.0,"65,048.80",9,IT,33587.93801,Outlier,64042.95477
1025,7,2.0,"64,995.18",1,HR,33586.73235,Outlier,64014.75198
1475,9,4.0,"64,952.98",8,IT,33585.52668,Outlier,63986.96471
115,1,3.0,"64,931.40",16,IT,33584.32101,Outlier,63964.60853
462,1,3.0,"64,917.92",29,HR,33583.11534,Outlier,63936.8339
1380,7,4.0,"64,894.05",19,Finance,33581.90967,Outlier,63879.06656
1870,1,1.0,"64,880.09",22,Sales,33580.70401,Outlier,63837.30172
1389,4,4.0,"64,868.51",8,Operations,33579.49834,Outlier,63834.58463
1218,10,Unknown,"64,855.48",22,Sales,33563.10731,Outlier,63831.66152
1726,5,Unknown,"64,805.53",12,Operations,33546.71628,Outlier,63819.98661
1647,4,2.0,"64,804.53",13,Sales,33530.32525,Outlier,63816.42856
151,3,2.0,"64,791.02",1,IT,33513.93423,Outlier,63791.02018
1012,9,5.0,"64,737.80",9,Finance,33497.5432,Outlier,63780.35248
1267,3,Unknown,"64,718.28",17,Operations,33481.15217,Outlier,63754.82613
349,2,3.0,"64,706.49",2,IT,33464.76114,Outlier,63744.03048
819,1,3.0,"64,688.43",24,Sales,33448.37012,Outlier,63711.65105
